id,title,author,pub_date,venue,volume,issue,page,type,publisher
doi:10.4028/www.scientific.net/msf.500-501.155,Microstructural Evolution of Two Medium Carbon Microalloyed Steels during Hot Forging Process,"Al Omar, A.; Chenaoui, A.; Dkiouak, Rachid; Cabrera, Jose María [orcid:0000-0001-8417-1736]; Prado, Jose Manuel",2005,Materials Science Forum [issn:1662-9752],500-501,,155-162,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s1359-6454(99)00094-4; local:S1359645499000944,Low temperature superplasticity of AZ91 magnesium alloy with non-equilibrium grain boundaries,"Mabuchi, M.; Ameyama, K.; Iwasaki, H.; Higashi, K.",1999,Acta Materialia [issn:1359-6454],47,7,2047-2057,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.500-501.245,Optimization of Rolling Conditions in Nb Microalloyed Steel Processed by Thin Slab Casting and Direct Rolling Route: Processing Maps,"Uranga, P.; Fernández-Calvo, Ana Isabel; López, Beatriz; Rodriguez-Ibabe, J.M. [orcid:0000-0002-4259-8712]",2005,Materials Science Forum [issn:1662-9752],500-501,,245-252,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.2355/isijinternational.36.1507,Mathematical Modeling of Mean Flow Stress during the Hot Strip Rolling of Nb Steels.,"Minami, K.; Siciliano, Jr., F.; Maccagno, T. M.; Jonas, J. J.",1996,ISIJ International [issn:0915-1559],36,12,1507-1515,journal-article,Iron and Steel Institute of Japan [crossref:1253]
doi:10.4028/www.scientific.net/msf.500-501.403,Modeling Ferrite Grain Size Distributions during the Transformation of Hot Worked Austenite,"Zubialde, R.; López, Beatriz; Rodriguez-Ibabe, J.M. [orcid:0000-0002-4259-8712]",2005,Materials Science Forum [issn:1662-9752],500-501,,403-410,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1179/mst.1987.3.4.249; local:10.1179/mst.1987.3.4.249,Effect of cooling rate on grain size of ferrite in a carbon steel,"Umemoto, M.; Hai Guo, Zing; Tamura, I.",1987,Materials Science and Technology [issn:0267-0836; issn:1743-2847],3,4,249-255,journal-article,Informa UK Limited [crossref:301]
doi:10.2355/isijinternational1966.22.608,Effects of Interrupted Accelerated Cooling after Controlled Rolling on the Mechanical Properties of Low Alloy Steels,"OUCHI, Chiaki; OKITA, Tomoyoshi; YAMAMOTO, Sadahiro",1982,Transactions of the Iron and Steel Institute of Japan [issn:0021-1583; issn:1881-1183],22,8,608-616,journal-article,Iron and Steel Institute of Japan [crossref:1253]
doi:10.4028/www.scientific.net/msf.500-501.411,Ferrite Grain Size Refinement in Vanadium Microalloyed Structural Steels,"Hernandez, D.; López, Beatriz; Rodriguez-Ibabe, J.M. [orcid:0000-0002-4259-8712]",2005,Materials Science Forum [issn:1662-9752],500-501,,411-418,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1007/bf02652268; local:BF02652268,Intragranular ferrite nucleation in medium-carbon vanadium steels,"Ishikawa, Fusao; Takahashi, Toshihiko; Ochi, Tatsurou",1994,Metallurgical and Materials Transactions A [issn:1073-5623; issn:1543-1940],25,5,929-936,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1520/stp24586s,A Newly Developed Ti-Oxide Bearing Steel Having High HAZ Toughness,"Yamamoto, K; Matsuda, S; Haze, T; Chijiiwa, R; Mimura, H",,Residual and Unspecified Elements in Steel [isbn:9780803112599],,,266-266-19,book-chapter,ASTM International [crossref:381]
doi:10.4028/www.scientific.net/msf.500-501.495,Mechanical Properties of Low-Temperature Bainite,"García-Mateo, Carlos [orcid:0000-0002-4773-5077]; Caballero, Francisca García; Bhadeshia, Harshad K.D.H.",2005,Materials Science Forum [issn:1662-9752],500-501,,495-502,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1051/jp4:2003884; local:jp4pr10p285,Low temperature bainite,"Garcia-Mateo, C.; Caballero, F. G.; Bhadeshia, H. K.D.H.",2003,Journal de Physique IV (Proceedings) [issn:1155-4339],112,,285-288,journal-article,EDP Sciences [crossref:250]
doi:10.4028/www.scientific.net/msf.500-501.761,Influence of Vanadium Microaddition on the Microstructure and Mechanical Properties of High Strength Large Diameter Wire-Rods,"Mendizabal, L.; Iza-Mendia, Amaia; López, Beatriz; Rodriguez-Ibabe, J.M. [orcid:0000-0002-4259-8712]",2005,Materials Science Forum [issn:1662-9752],500-501,,761-770,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1179/mst.1989.5.3.227; local:10.1179/mst.1989.5.3.227,Strengthening in pearlite formed from thermomechanically processed austenite in vanadium steels and implications for toughness,"Pickering, F. B.; Garbarz, B.",1989,Materials Science and Technology [issn:0267-0836; issn:1743-2847],5,3,227-237,journal-article,Informa UK Limited [crossref:301]
doi:10.1007/bf02646709; local:BF02646709,Precipitation of VC in ferrite and pearlite during direct transformation of a medium carbon microalloyed steel,"Dunlop, G. L.; Carlsson, C-J; Frimodig, G.",1978,Metallurgical Transactions A [issn:0360-2133; issn:1543-1940],9,2,261-266,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1007/bf02644057; local:BF02644057,Transformation from austenite in alloy steels,"Honeycombe, R. W. K.; Mehl, R. F.",1976,Metallurgical Transactions A [issn:0360-2133; issn:1543-1940],7,7,915-936,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1016/0502-8205(56)90005-3; local:0502820556900053,The austenite: Pearlite reaction,"Mehl, Robert F.; Hagel, William C.",1956,Progress in Metal Physics [issn:0502-8205],6,,74-134,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.495-497.1565,Texture Evolution and Earing in Aluminium Can Sheet,"Hirsch, Jürgen [orcid:0000-0001-6077-5009]",2005,Materials Science Forum [issn:1662-9752],495-497,,1565-1572,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/0001-6160(88)90172-1; local:0001616088901721,Overview no. 76,"Hirsch, J.; Lücke, K.",1988,Acta Metallurgica [issn:0001-6160],36,11,2863-2882,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.503-504.149,Microstructure and Thermal Stability of Ultra Fine Grained Mg-Based Alloys Prepared by High Pressure Torsion,"Čížek, Jakub; Procházka, Ivan; Smola, Bohumil [orcid:0000-0001-5551-2992]; Stulíková, Ivana; Kužel, Radomír; Matěj, Z.; Cherkaska, V.; Islamgaliev, Rinat K.; Kulyasova, Olya B.",2006,Materials Science Forum [issn:1662-9752],503-504,,149-154,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0921-5093(01)01290-4; local:S0921509301012904,Creep-resistant magnesium alloys,"Mordike, B.L.",2002,Materials Science and Engineering: A [issn:0921-5093],324,1-2,103-112,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.503-504.267,Monotonic and Cyclic Behavior of Ultrafine Grain Metals:Overview,"Vinogradov, Alexei [orcid:0000-0001-9585-2801]",2006,Materials Science Forum [issn:1662-9752],503-504,,267-274,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/msf.503-504.799,The Effect of the Initial Orientation on Microstructure Development of Copper Single Crystals Subjected to Equal-Channel Angular Pressing,"Miyamoto, Hiroyuki; Fushimi, J.; Mimaki, Takura; Vinogradov, Alexei [orcid:0000-0001-9585-2801]; Hashimoto, Satoshi",2006,Materials Science Forum [issn:1662-9752],503-504,,799-804,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/msf.503-504.811,Fracture and Fatigue Resistance of Ultrafine Grain CuCrZr Alloy Produced ECAP,"Vinogradov, Alexei [orcid:0000-0001-9585-2801]; Kitagawa, Kazuo; Kopylov, V.I.",2006,Materials Science Forum [issn:1662-9752],503-504,,811-816,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.13182/fst03-a341; local:10.13182/FST03-A341,Fracture Strength of CuCrZr in High Temperature Environment,"Suzuki, Ryo; Saito, Masakatsu; Hatano, Toshihisa",2003,Fusion Science and Technology [issn:1536-1055; issn:1943-7641],44,1,242-246,journal-article,Informa UK Limited [crossref:301]
doi:10.1016/s0920-3796(01)00336-2; local:S0920379601003362,Stress analysis around DSCu/SS316 HIP bonded interface,"Kikuchi, S; Nomura, Y; Saito, M",2001,Fusion Engineering and Design [issn:0920-3796],56-57,,385-389,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.503-504.835,Anelasticity and Structural Stability of ECAP Processed Al-Mg-Si Alloys Investigated by Mechanical Spectroscopy,"Amadori, Stefano; Pasquini, Luca; Bonetti, Ennio; Cabibbo, Marcello [orcid:0000-0002-0159-3974]; Scalabroni, C.; Evangelista, E.",2006,Materials Science Forum [issn:1662-9752],503-504,,835-840,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s1359-6454(99)00033-6; local:S1359645499000336,Pre-precipitate clusters and precipitation processes in Al–Mg–Si alloys,"Murayama, M; Hono, K",1999,Acta Materialia [issn:1359-6454],47,5,1537-1548,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.503-504.841,A Transmission Electron Microscopy Study of the Role of Sc+Zr Addition to a 6082-T8 Alloy Subjected to Equal Channel Angular Pressing,"Cabibbo, Marcello [orcid:0000-0002-0159-3974]; Evangelista, E.; Scalabroni, C.; Bonetti, Ennio",2006,Materials Science Forum [issn:1662-9752],503-504,,841-846,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0921-5093(01)01288-6; local:S0921509301012886,The use of severe plastic deformation for microstructural control,"Furukawa, Minoru; Horita, Zenji; Nemoto, Minoru; Langdon, Terence G.",2002,Materials Science and Engineering: A [issn:0921-5093],324,1-2,82-89,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.500-501.803,Influence of Second Phase Particles on Recrystallisation of Cold-Rolled Low Carbon Microalloyed Steels during Isothermal Annealing,"Capdevila, Carlos; De Cock, Tommy; García-Mateo, Carlos [orcid:0000-0002-4773-5077]; Caballero, Francisca García; García de Andrés, Carlos",2005,Materials Science Forum [issn:1662-9752],500-501,,803-0,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1179/imr.1994.39.4.129; local:10.1179/imr.1994.39.4.129,Cold rolling and annealing textures in low carbon and extra low carbon steels,"Ray, R. K.; Jonas, J. J.; Hook, R. E.",1994,International Materials Reviews [issn:0950-6608; issn:1743-2804],39,4,129-172,journal-article,Informa UK Limited [crossref:301]
doi:10.1179/imr.1982.27.1.307; local:10.1179/imr.1982.27.1.307,Role and control of texture in deep-drawing steels,"Mishra, Sanak; Darmann, C.",1982,International Metals Reviews [issn:0308-4590],27,1,307-320,journal-article,Informa UK Limited [crossref:301]
doi:10.1007/bf01843476; local:BF01843476,Walz- und Rekristallisationstextur von Eisenblech,"Kurdjumow, G.; Sachs, G.",1930,Zeitschrift für Physik [issn:1434-6001; issn:1434-601X],62,9-10,592-599,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.4028/www.scientific.net/msf.503-504.971,Structure and Mechanical Properties of Submicrocrystalline Copper Produced by ECAP to Very High Strains,"Vinogradov, Alexei [orcid:0000-0001-9585-2801]; Suzuki, T.; Hashimoto, Satoshi; Kitagawa, Kazuo; Kuznetsov, A.A.; Dobatkin, Sergey V.",2006,Materials Science Forum [issn:1662-9752],503-504,,971-976,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/0921-5093(95)09705-8; local:0921509395097058,Materials processing by simple shear,"Segal, V.M.",1995,Materials Science and Engineering: A [issn:0921-5093],197,2,157-164,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.503-504.1007,Study of the Nanometric Grain Size Distribution in Iron Compacts Obtained by Mechanical Milling,"Llumà, Jordi; Benito, Josep Antonio; Roca, Antoni; Cabrera, Jose María [orcid:0000-0001-8417-1736]; Prado, Jose Manuel",2006,Materials Science Forum [issn:1662-9752],503-504,,1007-1012,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1023/a:1022699503967; local:420909,,"Rawers, J.; Krabbe, R.",1998,Journal of Materials Synthesis and Processing [issn:1064-7562],6,2,133-146,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.4028/www.scientific.net/msf.508.99,Formation of Lead Bearing Surface Layers on Aluminum Alloys by Laser Alloying,"Svéda, Mária [orcid:0000-0003-0655-1711]; Roósz, András; Buza, Gábor",2006,Materials Science Forum [issn:1662-9752],508,,99-104,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0043-1648(00)00397-5; local:S0043164800003975,Improvement of the wear behaviour of Al–Pb alloys by mechanical alloying,"Zhu, M; Gao, Y; Chung, C.Y; Che, Z.X; Luo, K.C; Li, B.L",2000,Wear [issn:0043-1648],242,1-2,47-53,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.508.405,Nonequilibrium Kinetics of Phase Boundary Movement in Cellular Automaton Modelling,"Burbelko, Andriy A. [orcid:0000-0002-2591-4883]; Fraś, Edward; Kapturkiewicz, Wojciech; Olejnik, Ewa",2006,Materials Science Forum [issn:1662-9752],508,,405-410,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1080/00018739100101472; local:10.1080/00018739100101472,Pattern selection in two-dimensional dendritic growth,"Brener, E.A.; Mel'nikov, V.I.",1991,Advances in Physics [issn:0001-8732; issn:1460-6976],40,1,53-97,journal-article,Informa UK Limited [crossref:301]
doi:10.1103/physreva.36.3340,Dynamics of dendritic sidebranching in the two-dimensional symmetric model of solidification,"Barber, Michael N.; Barbieri, Angelo; Langer, J. S.",1987,Physical Review A [issn:0556-2791],36,7,3340-3349,journal-article,American Physical Society (APS) [crossref:16]
doi:10.1103/physrevlett.51.1111,Geometrical Approach to Moving-Interface Dynamics,"Brower, Richard C.; Kessler, David A.; Koplik, Joel; Levine, Herbert",1983,Physical Review Letters [issn:0031-9007],51,13,1111-1114,journal-article,American Physical Society (APS) [crossref:16]
doi:10.1016/0001-6160(78)90078-0; local:0001616078900780,Theory of dendritic growth—I. Elements of a stability analysis,"Langer, J.S; Müller-Krumbhaar, H",1978,Acta Metallurgica [issn:0001-6160],26,11,1681-1687,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.508.585,Measurement of the Kinetics of Thermal Effects during Phase Transformations in ADI,"Kapturkiewicz, Wojciech; Fraś, Edward; Lelito, Janusz; Burbelko, Andriy A. [orcid:0000-0002-2591-4883]",2006,Materials Science Forum [issn:1662-9752],508,,585-590,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/msf.512.211,Surface Properties of Ag-Cu-Zr Liquid Alloys in Relation to the Wettability of Boride Ceramics,"Novakovic, R.; Muolo, Maria Luigia; Ricci, E.; Ferrera, E.; Giuranno, D.; Gnecco, F.; Passerone, Alberto [orcid:0000-0002-0005-5314]",2006,Materials Science Forum [issn:1662-9752],512,,211-216,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1007/978-1-4684-6099-5,Handbook of Refractory Compounds,"Samsonov, G. V.; Vinitskii, I. M.",1980,,,,,book,Springer US [crossref:297]
doi:10.4028/www.scientific.net/msf.514-516.422,New Oxide-Ion Conductors Ln<sub>2+x</sub>Ti<sub>2-x</sub>O<sub>7-x/2</sub> (Ln = Dy – Lu; x=0.096),"Shlyakhtina, Anna V.; Abrantes, João Carlos de Castro [orcid:0000-0003-4595-3641]; Levchenko, Alexey V.; Stefanovich, Sergei Yu.; Knot'ko, Alexandr V.; Larina, Liudmila.L.; Shcherbakova, Lidia G.",2006,Materials Science Forum [issn:1662-9752],514-516,,422-426,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1142/9789814434294_0015; local:10.1142/9789814434294_0015; local:10.1142/0729,OXYGEN ION CONDUCTORS,"Steele, B. C. H.",1989,High Conductivity Solid Ionic Conductors [isbn:9789971507503; isbn:9789814434294],,,402-446,book-chapter,WORLD SCIENTIFIC [crossref:219]
doi:10.4028/www.scientific.net/msf.514-516.417,Microstructure and Electrical Conductivity of Yb<sub>2+x</sub>Ti<sub>2-x</sub>O<sub>7-x/2</sub> Materials,"Levchenko, Alexey V.; Abrantes, João Carlos de Castro [orcid:0000-0003-4595-3641]; Shlyakhtina, Anna V.; Shcherbakova, Lidia G.; Horovistiz, Ana Lucia; Frade, Jorge R.",2006,Materials Science Forum [issn:1662-9752],514-516,,417-421,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/0167-2738(92)90099-b; local:016727389290099B,Mixed ionic-electronic conduction in a number of fluorite and pyrochlore compounds,"TULLER, H",1992,Solid State Ionics [issn:0167-2738],52,1-3,135-146,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/msf.514-516.549,Phase Formation in Austenitic Stainless Steel A-TIG Welds,"Rodrigues, António; Loureiro, Altino; Batista, António Castanhola [orcid:0000-0001-6336-6139]",2006,Materials Science Forum [issn:1662-9752],514-516,,549-553,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/msf.455-456.312,Effect of Cooling Rate on the Microstructure and Hardness of Austenitic Stainless Steel Welds,"Rodrigues, António; Loureiro, Altino",2004,Materials Science Forum [issn:1662-9752],455-456,,312-316,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1179/stw.2001.6.6.341; local:10.1179/stw.2001.6.6.341,Recent advances in modelling and characterisation of weld microstructures,"David, S.A.; Babu, S.S.; Vitek, J.M.",2001,Science and Technology of Welding and Joining [issn:1362-1718; issn:1743-2936],6,6,341-346,journal-article,Informa UK Limited [crossref:301]
doi:10.1126/science.257.5069.497,Current Issues and Problems in Welding Science,"David, S. A.; DebRoy, T.",1992,Science [issn:0036-8075; issn:1095-9203],257,5069,497-502,journal-article,American Association for the Advancement of Science (AAAS) [crossref:221]
